특허명 TEXT,IPC넘버,출원인  NGRAM,출원번호 NUMERIC,출원날짜DATETIME,등록번호 NUMERIC,등록일자DATETIME,공개번호 NUMERIC,공개일자 DATETIME,대리인 NGRAM,발명가 KEYWORD,설명, STORED,,,,
멀티 레이어 구조를 포함하는 이차전지 전극 및 그의 제조방법(ELECTRODE HAVING MULTI-LAYER STRUCTURE FOR SECONDARY BATTERY AND METHOD FOR PREPARING THE SAME),"['H01M 4/131 H01M 4/136  .... ', 'H01M 4/131|H01M 4/136|H01M 4/1391|H01M 4/1397|H01M 4/66|H01M 4/04|H01M 12/08|H01M 10/0525']",인천대학교 산학협력단,1020190087277, 2019.07.19,1021110130000, 2020.05.08,1020190088942, 2019.07.29,특허법인충현,문준영 강현철,"본 발명은 집전체(current collector) 기판; 집전체 기판 상에 형성된 리튬니켈코발트망간산화물(LiNi 1 -x- y Co x Mn y O 2 , x 및 y는 각각 독립적으로 0.1, 0.2 또는 0.33임)을 포함하는 제1 활물질층; 및 제1 활물질층 상에 형성된 리튬인산철(LiFePO 4 )을 포함하는 제2 활물질층;을 포함하는 멀티 레이어 구조를 포함하는 이차전지용 전극에 관한 것이다. 이에 의하여, 활물질 입자에 대한 제어가 아니라, 전극의 구조 자체에 서로 다른 활물질의 멀티 레이어를 구성하고, 전해질과의 계면에 위치하는 활물질이 전극의 보호층 역할도 동시에 수행하게 함으로써 전극의 전해질과의 계면을 매우 용이한 방법으로 제어할 수 있다.",,,,,
"블록 공중합체, 이를 이용한 이산화탄소 분리막 및 이의 제조방법(THE BLOCK COPOLYMER, CARBON DIOXIDE GAS SEPARATION MEMBRANE AND METHOD FOR MANUFACTURING THE SAME)","['C08G 73/10 C08G 81/00  .... ', 'C08G 73/10|C08G 81/00|C08L 79/08|B01D 69/10|B01D 71/64']",인천대학교 산학협력단,1020180091403, 2018.08.06,1021104500000, 2020.05.07,1020190125146, 2019.11.06,특허법인충현,김태현 이크발 호세인 김동영,"본 발명은 블록 공중합체, 이를 이용한 이산화탄소 분리막 및 이의 제조방법에 관한 것으로 하기 [화학식 1]로 표시되는 공중합체를 포함함으로써, 우수한 열적, 화학적, 기계적 안정성을 보유하며, 이산화탄소에 대하여 높은 선택도 및 투과도를 보인다. [화학식 1]",,,,,
에너지 소산형 엘라스토머 마찰 댐퍼(ENERGY DISSIPATION ELASTOMER-FRICTION DAMPER),"['E04B 1/98 E04H 9/02  .... ', 'E04B 1/98|E04H 9/02|F16F 15/00']",인천대학교 산학협력단,1020150167423, 2015.11.27,1017245340000, 2017.04.03, , ,특허법인 남앤남,허종완 김영찬,"에너지 소산형 엘라스토머 마찰 댐퍼가 개시된다. 본 발명의 에너지 소산형 엘라스토머 마찰 댐퍼는, 제1 마찰플레이트; 제1 마찰플레이트와 제1 접촉면을 형성하는 마찰디스크; 제1 마찰플레이트와 반대쪽에서 마찰디스크와 제2 접촉면을 형성하는 제2 마찰플레이트; 및 제1 마찰플레이트, 마찰디스크 및 제2 마찰플레이트의 상대회전을 제외한 상대유동을 구속하는 체결수단을 포함하고, 마찰디스크에는, 제1 마찰플레이트와 제2 마찰플레이트의 상대회전을 구속하도록 선택적 자화(magnetization)에 의해 제1 접촉면과 제2 접촉면 사이를 연결하는 다수의 자성체가 구비되는 것을 특징으로 한다. 본 발명에 의하면, 마찰디스크에 선택적 자화(magnetization)에 의해 제1 접촉면과 제2 접촉면 사이를 연결하는 다수의 자성체가 구비됨으로써, 구조물에 인가되는 진동의 세기에 따라 진동을 감쇠시키는 마찰력의 크기가 조정되도록 이루어지는 에너지 소산형 엘라스토머 마찰 댐퍼를 제공할 수 있게 된다.",,,,,
무선 충전 충격 방지 시스템 및 방법(Wireless Charging Shock Prevention System And Method Thereof),['H02J 50/00'],인천대학교 산학협력단,1020180044174, 2018.04.17,, ,1020190120854, 2019.10.25,특허법인충정,황광일 박태준,"본 발명은 무선 충전 방법에 있어서, 전력 송신기에서 전력 공급이 중단되면, V-rail 의 잔류 전류를 방전시키는 단계; 및 V-rail의 잔류 전류를 방전시킨 후 충전을 재개하는 단계;를 포함하는 것을 특징으로 하는 무선 충전 충격 방지 방법으로서, 본 발명에 의하면, 무선 충전이 중단된 후 다시 재개될 때 전력 수신기에 가해지는 전기적인 충격을 방지할 수 있는 효과가 있다. 그리고, WPC(Wireless Power Consortium) 에서 규정하는 규격에 합치하는 범위 내에서 전력 송신기를 안전하게 제어할 수 있는 효과가 있다. 또한, 모든 전력 송신기 시스템에 일관적으로 적용되어 송신 전력을 제어할 수 있는 소프트웨어 알고리즘 및 시스템을 제시하는 효과가 있다.",,,,,
운전자 생체 신호 기반의 도로 상황 대응 시스템 및 방법(System and Method for Responding Road Information Based on Bio Signal of Driver),"['B60W 40/08 B60W 50/08  .... ', 'B60W 40/08|B60W 50/08|B60W 40/04|B60K 28/02|B60H 1/00|B60Q 1/26|A61B 5/053|A61B 5/00']",인천대학교 산학협력단,1020190078734, 2019.07.01,1021084090000, 2020.04.29, , ,특허법인충정,박재현,"운전자 생체 신호 기반의 도로 상황 대응 시스템 및 방법은 차량 운전자의 운전자 생체 신호를 수집하고, 이를 기초로 현재 차량이 고속도로, 시내도로인지 교통 체증의 발생 여부를 판단할 수 있는 모델링을 수행하고, 판단 결과에 따라 후속 대응 절차를 수행하여 차량 운전자의 스트레스를 저감시키며, 차량 충돌 및 안전 사고를 방지할 수 있는 효과가 있다.",,,,,
코움 구조를 갖는 알킬 비스이미다졸리움계 가교형 음이온 교환막(ALKYL BISIMIDAZOLIUM-MEDIATED CROSSLINKED NION EXCHANGE MEMBRANES WITH COMB-SHAPED STRUCTURE),"['C08J 5/22 C08G 75/23  .... ', 'C08J 5/22|C08G 75/23|C08G 65/40|C08G 73/10|C08G 69/00|C08G 61/10|H01M 8/102']",인천대학교 산학협력단 경상대학교산학협력단,1020160005528, 2016.01.15,1017665770000, 2017.08.02,1020170085863, 2017.07.25,김병주,"김태현 남상용 라오, 아닐 하라우다라 나가라자","본 발명은 상대적으로 긴 알킬 사슬을 갖고 가교제와 이온 전도체의 기능을 동시에 하는 곁사슬 고분자를 주쇄에 결합하여 코움구조를 갖는 자체응집형 음이온 교환막을 형성함으로써 전도성을 향상시킬 뿐만 아니라, 우수한 화학적, 열적, 기계적 및 치수 안정성을 가지는 음이온 교환막으로 알칼리성 교환막 연료 전지(AEMFC)에 사용하기 적합한, 코움 구조를 갖는 코움 구조를 갖는 알킬 비스이미다졸리움계 가교형 음이온 교환막에 관한 것이다.",,,,,
"이온성액체 가교제 블록 공중합체, 이를 이용한 가교형 고분자막 및 가교형 고분자막의 제조방법(IONIC LIQUID CROSS-LINKER BLOCK COPOLYMER, CROSS-LINKED POLYMER MEMBRANE USING THE SAME AND METHOD FOR MANUFACTURING THEREOF)","['C08G 75/23 C08G 81/00  .... ', 'C08G 75/23|C08G 81/00|C08J 5/22|B01D 71/68|H01M 10/02']",인천대학교 산학협력단 경상대학교산학협력단,1020140012731, 2014.02.04,1015788920000, 2015.12.14,1020150091914, 2015.08.12,특허법인 신지,"김태현 남상용 라오, 아닐 하라우다라 나가라자","본 발명은 이온성액체 가교제 블록 공중합체, 이를 이용한 가교형 고분자막 및 가교형 고분자막의 제조방법에 관한 것으로서, 보다 상세하게는 가교 사이트와 이온 전도체로서의 두 가지 기능을 동시에 할 수 있고, 우수한 열적, 기계적 및 치수 안정성을 나타낼 뿐만 아니라 높은 pH조건에서 우수한 화학적 안정성을 가지며, 이로 인해 알칼리 연료전지용 음이온 교환막에서부터 기체 분리막까지 다양한 용도로 사용될 수 있는 이온성액체 가교제 블록 공중합체, 이를 이용한 가교형 고분자막 및 가교형 고분자막의 제조방법에 관한 것이다. 이를 위해 본 발명에 따른 이온성액체 가교제 블록 공중합체는 이온성액체 작용기를 리지드한 고분자의 곁가지에 도입하되, 이온성액체 작용기는 이온 전도체 및 가교 사이트로 작용하는 것을 특징으로 한다.",,,,,
고성능 이산화탄소 분리용 피페라지늄-매개 가교된 폴리이미드 막 및 이를 제조하는 방법(PIPERAZINIUM-MEDIATED CROSSLINKED POLYIMIDE MEMBRANES FOR HIGH PERFORMANCE CO2 SEPARATION AND MANUFACTURING METHOD THEREOF),['B01D 71/64'],인천대학교 산학협력단 경상대학교산학협력단,1020140169020, 2014.11.28,1016808320000, 2016.11.23,1020160064835, 2016.06.08,특허법인 신지,김태현 남상용 이샤드 카마카캄,"본 발명은 고분자의 견고한 주쇄를 유지할 수 있고, 가소화에 대한 좋은 저항력을 가지며, 우수한 열적, 화학적, 기계적 안정성을 보유할 수 있는 등의 효과를 가지는 고성능 이산화탄소 분리용 피페라지늄-매개 가교된 폴리이미드 막으로서, 리지드(rigid)한 고분자와 이온성 액체 작용기를 가교하여 제조하되, 이온성 액체 작용기는 가교제 기능을 수행함과 동시에 이산화탄소 용해제로서 작용하는 것을 특징으로 한다.",,,,,
이온성액체 작용기가 고분자의 곁가지에 도입된 고분자 분리막과 이의 제조방법(Polymer membranes with ionic liquid functional groups on the polymer side chains and their fabrication methods),"['B01D 71/82 B01D 69/12  .... ', 'B01D 71/82|B01D 69/12|B01D 69/02|B01D 71/52']",인천대학교 산학협력단 경상대학교산학협력단,1020130012768, 2013.02.05,1014576310000, 2014.10.28,1020140100048, 2014.08.14,특허법인 신지,김태현 남상용 이샤드 카마카캄,"본 발명은 이온성액체 작용기가 고분자의 곁가지에 도입된 고분자 분리막과 이의 제조방법에 관한 것으로서, 보다 상세하게는 우수한 열적, 기계적 안정성을 가지고 매우 높은 CO 2 /N 2 와 O 2 /N 2 투과 선택도 및 이산화탄소 용해도를 갖는 이온성액체 작용기가 고분자의 곁가지에 도입된 고분자 분리막과 이의 제조방법에 관한 것이다. 이를 위해 본 발명에 따른 이온성액체 작용기가 고분자의 곁가지에 도입된 고분자 분리막은 리지드(rigid)한 고분자의 곁가지에 이온성액체의 작용기를 화학결합시킨 것을 특징으로 한다.",,,,,
"PEG 및 이온성 액체를 포함하는 폴리이미드, 이를 이용하여 제조한 고분자 막 및 그 제조방법(PEG AND IONIC LIQUID(IL) FUNCTIONALIZED POLYIMIDE, PRODUCED POLYMERIC MEMBRANES USING THE SAME AND PRODUCING METHOD THEREOF)","['C08G 73/10 C08J 5/18  .... ', 'C08G 73/10|C08J 5/18|C08G 65/34']",인천대학교 산학협력단 경상대학교산학협력단,1020150042554, 2015.03.26,1017224440000, 2017.03.28,1020160115259, 2016.10.06,김병주,김태현 남상용 이샤드 카마카캄 계범진,"본 발명은 PEG 및 이온성 액체를 포함하는 폴리이미드, 이를 이용하여 제조한 고분자 막 및 그 제조방법에 관한 것으로서, 보다 상세하게는 폴리이미드 주쇄에 다양한 길이의 폴리 (에틸렌 글리콜)(PEG) 및 이온성 액체를 포함한 곁사슬을 결합한 PEG 및 이온성 액체를 포함하는 폴리이미드, 이를 이용하여 제조한 고분자 막 및 그 제조방법에 관한 것으로, 이를 위해 PEG 및 이온성 액체를 포함하는 폴리이미드는 폴리이미드 주쇄와 폴리(에틸렌 글리콜)(PEG) 및 이온성 액체를 포함하는 곁사슬을 결합하여 제조하는 것을 특징으로 한다.",,,,,
선택적 이산화탄소 분리용 고분자 분리막 및 이를 제조하는 방법(POLYMER MEMBRANE FOR SELECTIVE CARBON-DIOXIDE SEPARATION AND MANUFACTURING METHOD THEREOF),['B01D 71/62 B01D 71/52 '],인천대학교 산학협력단 경상대학교산학협력단,1020140170787, 2014.12.02,1017529540000, 2017.06.26,1020160066424, 2016.06.10,김병주,김태현 남상용 이샤드 카마카캄,"본 발명은 우수한 열적, 기계적 안정성을 가지고, CO 2 에 대한 높은 용해도 및 선택도를 가지며, 특히 매우 높은 CO 2 /N 2 투과선택도를 나타내는 등의 효과를 가지는 선택적 이산화탄소 분리용 이미다졸리움-PEO계 이오닌 고분자 분리막 및 이를 제조하는 방법에 관한 것으로서, 선택적 이산화탄소 분리용 이미다졸리움-PEO계 이오닌 고분자 분리막은 이온성 액체 작용기와 폴리 에틸렌 옥사이드(PEO) 구조를 주사슬에 포함하는 고분자;와 다이아크릴레이트 가교제;를 가교하여 제조되는 것을 특징으로 한다.",,,,,
음이온 교환막 및 이의 제조방법(Anion exchange membrane and method for preparing the same),"['C08J 5/22 C08F 8/30  .... ', 'C08J 5/22|C08F 8/30|H01M 8/1023|H01M 8/1081']",인천대학교 산학협력단 경상대학교산학협력단,1020180100233, 2018.08.27,, ,1020200023822, 2020.03.06,특허법인충현,김태현 남상용 엠디 자파 알 몬술,"본 발명은 음이온 교환막 및 이의 제조방법에 관한 것으로, 보다 상세하게는 이온 전도성과 알칼리 안정성을 동시에 확보할 수 있는 음이온 교환막 및 이를 이용한 연료전지 기술에 관한 것이다. 본 발명의 여러 구현예에 따르면, 주쇄 고분자에 긴 사슬의 알킬기와 이온 전도기 역할을 아는 4차 암모늄기를 포함하는 고분자를 합성하고, 이를 이용하여 높은 이온 전도도와 화학적 안정성을 동시에 확보할 수 있는 음이온 교환막(고분자막)을 제공할 수 있다. 또한, 상기 음이온 교환막을 이용한 알칼리 연료전지는 수명 특성을 현저히 향상시키는데 효과적이다.",,,,,
컬러 디스크립터와 이산 웨이블릿 변환을 이용한 내용 기반 영상 검색 시스템 및 방법(System and Method for Retrieving Image Based Content Using Color Descriptor and Discrete Wavelet Transform),['H04N 9/67 H04N 5/14 '],인천대학교 산학협력단,1020180127202, 2018.10.24,, ,1020200046281, 2020.05.07,특허법인충정,전광길,"컬러 디스크립터와 이산 웨이블릿 변환을 이용한 내용 기반 영상 검색 시스템 및 방법은 RGB 타입의 질의 영상을 YCbCr 타입의 영상으로 변환하고, 휘도 성분의 데이터를 에지 검출한 후, 에지가 강조된 RGB 타입의 영상으로 변환하며, R 신호, G 신호, B 신호를 히스트로그램과 이산 웨이블릿 변환을 수행하여 영상의 검색 속도를 향상시키는 효과가 있다.",,,,,
군위성 단말기용 SIW 구조 및 적층형 구조를 갖는 소형 저손실 여파기(Compact low-loss filters with the stacked and SIW structure for satellite communications terminals),"['H01P 1/208 H01P 1/212  .... ', 'H01P 1/208|H01P 1/212|H01P 1/203']",엘아이지넥스원 주식회사 인천대학교 산학협력단,1020130106373, 2013.09.05,1014077270000, 2014.06.09, , ,특허법인우인,김형종 이호섭 유연상 강승택 강경석 엄다정,"실시 예는, 그라운드층(ground layer), 상기 그라운드층 상에 배치된 유전체층(dielectric layer), 상기 유전체층 상에 배치되며, 상기 그라운드층과 서로 평행하게 배치되는 제1, 2 비아(via)로 연결된 제1 금속층(matal layer) 및 상기 유전체층 내부에 배치되며, 상기 제1 금속층과 제3 비아(via)로 연결된 제2 금속층(metal layer)을 포함하는 소형 저손실 여파기를 제공한다.",,,,,
